Nummer;Text_vorher;NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Periode_dreissig;Erstglied;Lemma;Nicht-native_Basis;Hapax_Legomenon;Simplexbasis;Majuskel;Adj;mit_ADJ;Prep_NOM;Genitiv;NOM_V;Prep;Det;Numerus;Anmerkung;Praefix
20197;sich niemand in den verschlossenen Hause fuer das ;Rollen; desselben Zeuges fuerchten darf/ wiewohl das aufw;SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt;SCIE;P1;NoD;1680;1685;1680-1710;NA;Rollen;NEIN;JA;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;für;b;SG;NA;NA
3711;icht: Ach was fuer grosses Leyd/ fuer Schaden und ;Verderben; Bringt doch der grimme Krieg/ wer wolt nit lieber;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;1650-1680;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;für;KEIN;SG;NA;ver
13561;der Neuen Gesellschafft in Bern für kein geringes ;Vernügen; seine Schrifften in den Druck kommen zu sehen. Me;zeitungen_gelehrten_zuerich_1722_fin.txt;NEWS;P2;zuerich;1722;1725;1710-1740;NA;Vergnügen;NEIN;NEIN;NEIN;JA;gering;JA;NEIN;KEIN;NEIN;für;s;SG;NA;ver
7540;      Mein Sohn, ich glaube dir, und zweifle fuer ;Vergnuegen;.       Doch, kommst du denn hieher allein auf dei;DRAM_P2_OOD_1749_SchaeferinselRAW.txt;DRAM;P2;OOD;1749;1745;1740-1770;NA;Vergnügen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;für;KEIN;SG;NA;ver
3304;gemacht. Alex. Ar. Mar. Was hoeren wir vor zartes ;Weinen;/ Was winselt doch so rein und sacht? Hat dann der;DRAM_P1_WMD_1668_ChristRuehmendesRAW.txt;DRAM;P1;WMD;1668;1665;1650-1680;NA;Weinen;NEIN;NEIN;JA;JA;zart;JA;NEIN;KEIN;NEIN;für;KEIN;SG;NA;NA
52984;achsichtig ist der Christ gegen solche Fehler und ;Gebrechen; anderer, die keinen persoenlichen Nachtheil zuzie;SERM_P3_WOD_1792_HegelRAW.txt;SERM;P3;WOD;1792;1795;1770-1800;NA;Gebrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;gegen;s;SG;NA;ge
23030; eine solche Schoenheit gegen meinem unschuldigen ;Leben; so grausam ist? Der Hertzog so eben darbey war/ a;NARR_P2_WMD_1716_FleurieRAW.txt;NARR;P2;WMD;1716;1715;1710-1740;NA;Leben;NEIN;NEIN;JA;JA;unschuldig;JA;NEIN;PRENOM;NEIN;gegen;s;SG;NA;NA
6894;/ an den strittigen Orth gehen/ und Erkantnus dem ;Herkommen;/ und Ihren Pflichten gemaess/ jedoch auff dess be;LEGA_P1_WOD_1698_LandsOrdnungRAW.txt;LEGA;P1;WOD;1698;1695;1680-1710;NA;Herkommen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;gemäß_POST;s;SG;NA;her
15334;awider handelt, soll ohnnachbleiblich in eine dem ;Vergehen; gemaesse willkuehrliche Strafe genommen werden.  ;LEGA_P3_OMD_1777_MuehlenOrdnungRAW.txt;LEGA;P3;OMD;1777;1775;1770-1800;NA;Vergehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;gemäß_POST;b;SG;NA;ver
3891;t derre er nicht erfahren/ und davon er in seinem ;Anbringen; keine Meldung gethan/ zu curiren sich nicht unter;LEGA_P1_OOD_1700_GesetzNuernbergRAW.txt;LEGA;P1;OOD;1700;1705;1680-1710;NA;Anbringen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;an
8930;angienge/ schwebte maenniglichen in unentfallenen ;Andencken;/ was so wohl verschiedene Auxiliares vor und nach;LEGA_P2_OMD_1710_ReichsArchivRAW.txt;LEGA;P2;OMD;1710;1715;1710-1740;NA;Andenken;NEIN;NEIN;NEIN;JA;unentfallen;JA;NEIN;KEIN;NEIN;in;KEIN;PL;NA;an
22722;ch-Schaetzung bey gelehrter Welt in unsterblichen ;Angedencken; erhalten, als da seyn: Die Parisische bey S. Vict;NARR_P2_OOD_1734_TaendlMarcktRAW.txt;NARR;P2;OOD;1734;1735;1710-1740;NA;Angedenken;NEIN;NEIN;NEIN;JA;unsterblich;JA;NEIN;KEIN;NEIN;in;KEIN;SG;FVG;an
43012; und Freude darob empfindet/ und in dem freudigen ;Anschauen;/ des angeschaueten Gutes zugleich theilhalfftig w;SERM_P2_OMD_1706_GedaechtnisPredigtRAW.txt;SERM;P2;OMD;1706;1705;1680-1710;NA;Anschauen;NEIN;NEIN;NEIN;JA;freudig;JA;NEIN;POSTNOM;NEIN;in;b;SG;NA;an
22998;/ dauerhafft in der Arbeit/ und junggeschaffen im ;Ansehen;" ist/ dass man es viel juenger halten wuerde; hing";SCIE_P1_OOD_1689_PferdKunstRAW.txt;SCIE;P1;OOD;1689;1685;1680-1710;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;FVG;an
8329;en perspectivischen Decken/ welche flach/ aber im ;Ansehen; tieff und erhoehet scheinet. Auf der Seiten her s;HUMA_P2_OOD_1704_WasserKunstRAW.txt;HUMA;P2;OOD;1704;1705;1680-1710;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;an
29949;issen/ oder gar versetzt worden/ und in ein ander ;Ansehen; kommen sind. Es melden die Geographi davon viel S;SCIE_P2_WOD_1708_WunderbarenWeltRAW.txt;SCIE;P2;WOD;1708;1705;1680-1710;NA;Ansehen;NEIN;NEIN;NEIN;JA;ander;JA;NEIN;KEIN;NEIN;in;u;SG;FVG;an
43139;asselbe zwar vollend in ein recht Majestaetisches ;Ansehen; brachte, aber ehe noch davon andern unerfahrnen V;SERM_P2_OMD_1715_BeerdigungRAW.txt;SERM;P2;OMD;1715;1715;1710-1740;NA;Ansehen;NEIN;NEIN;NEIN;JA;majestätisch;JA;NEIN;KEIN;NEIN;in;u;SG;FVG;an
12945;Arnold stünde bey dem Schwedischen Hof in grossen ;Ansehen;/ und würde nicht nur zum öfftern an den versammle;augspurgische_ordinari_1723_2_fin.txt;NEWS;P2;WOD;1723;1725;1710-1740;NA;Ansehen;NEIN;NEIN;NEIN;JA;groß;JA;NEIN;KEIN;NEIN;in;KEIN;SG;NA;an
49615; reden/ so getraue mir auch meinen Vortrag in ein ;Ansehen;" zu bringen; man sehe nur in das Buch des Syrach/ ";SERM_P3_OOD_1751_ElisabethaRAW.txt;SERM;P3;OOD;1751;1755;1740-1770;NA;Ansehen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;u;SG;FVG;an
32853;mit einer rothen Materie ueberzogen waren, die im ;Aufloesen; mit kleinen Koernern Aehnlichkeit hatte, und aufs;SCIE_P3_OMD_1781_AkademieRAW.txt;SCIE;P3;OMD;1781;1785;1770-1800;NA;Auflösen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;auf
2386; Ausbreitung seiner Lande bestünde/ in ziemliches ;Auffnehmen; kommen würde. Wolte demnach der König allerhand R;zehen_jaehrige_histor_relation_leipzig_1687_fin.txt;NEWS;P1;OMD;1687;1685;1680-1710;NA;Aufnehmen;NEIN;NEIN;NEIN;JA;ziemlich;JA;NEIN;KEIN;NEIN;in;KEIN;SG;FVG;auf
30627;gnen/ dass manches Land darinnen in viel groesser ;Auffnehmen; koente gebracht werden/ wenn man die Kruemmen der;SCIE_P2_WOD_1720_FangSchlaeussenRAW.txt;SCIE;P2;WOD;1720;1725;1710-1740;NA;Aufnehmen;NEIN;NEIN;NEIN;JA;groß;JA;NEIN;KEIN;NEIN;in;KEIN;SG;FVG;auf
17860;in der Bewachung der Thuere, im Verschliessen und ;Aufschliessen; derselben zur gehoerigen Zeit, in der Obsorge, da;LEGA_P3_WMD_1792_ReichshofrathRAW.txt;LEGA;P3;WMD;1792;1795;1770-1800;NA;Aufschließen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;in;b;SG;NA;auf
6848;h zugleich das zweyte Tetrachordum an, welches im ;Aufsteigen; eben die Ordnung als das erste halten muste/ und ;HUMA_P2_NoD_1739_MusicalischIntervalRAW.txt;HUMA;P2;NoD;1739;1735;1710-1740;NA;Aufsteigen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;auf
26438;s sie zu ihrer Freundin kam, fand sie sie eben im ;Ausraeumen; begriffen, weil sie ihre Miethe aufgesagt hatte, ;NARR_P3_OMD_1776_ZerbinRAW.txt;NARR;P3;OMD;1776;1775;1770-1800;NA;Ausräumen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;aus
20684;/ wenn es aber nur wohl ablaeufft/ so ich in sein ;Begehren;" einwillige; Und wo will er mich hinfuehren/ Lesbi";NARR_P2_OMD_1708_AffectenRAW.txt;NARR;P2;OMD;1708;1705;1680-1710;NA;Begehren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;be
23209;alen mit dem Zucker kochen/ stehen in eines jeden ;Belieben;. Auf solche Weise werden auch Pomerantzen- und an;SCIE_P1_WMD_1676_ArtzneyBuchRAW.txt;SCIE;P1;WMD;1676;1675;1650-1680;NA;Belieben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;be
14661;Sie ihn, dass er Ihnen das Unanstaendige in Ihrem ;Betragen; aufrichtig anzeigen wolle. Gewoehnen Sie sich, we;HUMA_P3_OOD_1774_EmilRAW.txt;HUMA;P3;OOD;1774;1775;1770-1800;NA;Betragen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;KEIN;SG;NA;be
443;, und nicht mÃ¼hselige Leute, wenn Kinder sich im ;Betteln; betreten lassen, dieselben durch BettelvÃ¶gte gef;NEWS_P3_WOD_1784_freiburg1.txt;NEWS;P3;WOD;1784;1785;1770-1800;NA;Betteln;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
3451;an gesetzt) Persoenlich zubringen/ die Jugendt im ;buchstabieren;/ lesen/ schreiben/ vnd rechnen wol vnderweisen/ i;LEGA_P1_OOD_1659_SchulOrdnungRAW.txt;LEGA;P1;OOD;1659;1655;1650-1680;NA;Buchstabieren;NEIN;JA;NEIN;NEIN;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
24843;nd ihn mit einer ausserordentlichen Fertigkeit im ;Dichten; begabet haetten. Dieser bewunderte den Poeten und;NARR_P2_WOD_1746_MuetzeRAW.txt;NARR;P2;WOD;1746;1745;1740-1770;NA;Dichten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
11580;Hertzogens von diesem Nahmen/ von seinem Pferd im ;durchreiten; in den Fluß Minock in Galloway gefallen und ertru;europaeische_hanau_1701_2_fin.txt;NEWS;P2;WMD;1701;1705;1680-1710;NA;Durchreiten;NEIN;JA;NEIN;NEIN;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;durch
6183;llen/ angelanget seye/ gemeldte soldatesa soll im ;durchziehen; grossen mutwillen verübt/ auch sich etliche so au;relation_strassburg_1662_1_fin.txt;NEWS;P1;WOD;1662;1665;1650-1680;NA;Durchziehen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;durch
27909;ll wird.       Es ist zu mercken/ dass man in dem ;Einlegen; die Scheiben mit dem Gemaehlde unten legen muss/ ;SCIE_P2_OOD_1705_WerckSchulRAW.txt;SCIE;P2;OOD;1705;1705;1680-1710;NA;Einlegen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;ein
29954;s waeren sie nichts! und wie er drauf emporsah im ;Entzueken;, als waer' ich gen Himmel entflogen und nicht meh;NARR_P3_WOD_1797_HyperionRAW.txt;NARR;P3;WOD;1797;1795;1770-1800;NA;Entzücken;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;ent
26261;n hast, und sie nun da liegt in dem erbaermlichen ;Ermatten;, und das Aug gefuehllos gen Himmel sieht, und der;NARR_P3_OMD_1774_WertherRAW.txt;NARR;P3;OMD;1774;1775;1770-1800;NA;Ermatten;NEIN;JA;NEIN;JA;erbärmlich;JA;NEIN;KEIN;NEIN;in;b;SG;NA;er
19615; still/ und setzte den Tyrsates in nicht geringes ;Erstaunen;/ dass das Summen der Luft das Begraebnuess-Gelaeu;NARR_P2_NoD_1706_SatyrischerRomanRAW.txt;NARR;P2;NoD;1706;1705;1680-1710;NA;Erstaunen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;KEIN;SG;FVG;er
13856;aft des Direktoriums gegen die Engl. Regierung in ;Erstaunen;" gesezt: ""Nicht genug, heißt es darin, daß die Eng";Danziger_1798_fin.txt;NEWS;P3;NoD;1798;1795;1770-1800;NA;Erstaunen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;KEIN;SG;FVG;er
38673;t auf unbegreiffliche weise/ iedoch warhafftig im ;essen;" und trincken theilhafftig werden; er in uns/ und ";SERM_P1_OMD_1680_SursumDeorsumRAW.txt;SERM;P1;OMD;1680;1685;1680-1710;NA;Essen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
21272; aber bald wieder nach Hause spatzirete, anbey im ;Essen; und Trincken solche Ordnung hielt, als zu voellig;NARR_P2_OMD_1731_SeefahrerRAW.txt;NARR;P2;OMD;1731;1735;1710-1740;NA;Essen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
29479;ieses richtig, dass ein ordentliches Verhalten im ;Essen; und Trincken der Gesundheit vortraeglich, eben wi;SCIE_P2_WMD_1744_SelbstArtztRAW.txt;SCIE;P2;WMD;1744;1745;1740-1770;NA;Essen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
31381;kreichen, wo Muessiggang, Faulheit, Ueberfluss im ;Essen; und Trinken, Ausschweifungen der Lueste, der Leid;SCIE_P3_NoD_1761_MenschlichRAW.txt;SCIE;P3;NoD;1761;1765;1740-1770;NA;Essen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
27484;"mlaufen im Hause bey sich; ich hatte gute Tage im ";Essen; und Trinken, musste aber wieder mit meiner Baesl ;NARR_P3_OOD_1789_PeterProschRAW.txt;NARR;P3;OOD;1789;1785;1770-1800;NA;Essen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
30683;ehen zur Handlung im hinabfahren wenig/ im herauf ;fahren; fast gar nichts zu bedeuten habe. Andere Fluesse/;SCIE_P2_WOD_1720_FangSchlaeussenRAW.txt;SCIE;P2;WOD;1720;1725;1710-1740;NA;Fahren;NEIN;NEIN;JA;NEIN;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
14384;/ als vor nie/und gleichwol die Pferde immerzu in ;Fluechten; gangen sind? gewisslich hat der Gutscher des Wege;NARR_P1_NoD_1659_HerkulesRAW.txt;NARR;P1;NoD;1659;1655;1650-1680;NA;Flüchten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;KEIN;SG;NA;NA
22996;am Leib/ frisch am Gemueth/ thaetig und hurtig im ;Gehen;/ dauerhafft in der Arbeit/ und junggeschaffen im ;SCIE_P1_OOD_1689_PferdKunstRAW.txt;SCIE;P1;OOD;1689;1685;1680-1710;NA;Gehen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
15666;nz von Zierrath erdrueckt!Ò und so graute mirs im ;Gehen; vorm Anblick eines missgeformten krausborstigen U;HUMA_P3_WMD_1772_BaukunstRAW.txt;HUMA;P3;WMD;1772;1775;1770-1800;NA;Gehen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
2480;scheint uns ein gueldner Blick/ der sich fast/ im ;Glaentzen;/ endet. Liebe/ die mich Glueck-beblickt/ mir das ;DRAM_P1_OOD_1682_AbrahamRAW.txt;DRAM;P1;OOD;1682;1685;1680-1710;NA;Glänzen;NEIN;JA;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
31696; dass er durch das Verschliessen des Gefaesses im ;Gluehen; gleichsam erstickt werde, und dass dieses Gluehen;SCIE_P3_NoD_1775_ChemieRAW.txt;SCIE;P3;NoD;1775;1775;1770-1800;NA;Glühen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
15677;s gewesen/ Thussnelden zu besuchen/ waere aber im ;herabreiten; vom Berge Palatinus mit dem Pferde gestuertzet/ u;NARR_P1_OMD_1689_ArminiusRAW.txt;NARR;P1;OMD;1689;1685;1680-1710;NA;Herabreiten;NEIN;JA;NEIN;NEIN;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;herab
26600;ar in ihrer ganzen Stellung, in dem nachlaessigen ;Herabsinken; ihrer Arme und des Haupts, noch beybehalten, die ;NARR_P3_OMD_1776_ZerbinRAW.txt;NARR;P3;OMD;1776;1775;1770-1800;NA;Herabsinken;NEIN;JA;NEIN;JA;nachlässig;JA;NEIN;KEIN;NEIN;in;b;SG;NA;herab
30682; Stamm gehauenen Kahnen geschehen zur Handlung im ;hinabfahren; wenig/ im herauf fahren fast gar nichts zu bedeut;SCIE_P2_WOD_1720_FangSchlaeussenRAW.txt;SCIE;P2;WOD;1720;1725;1710-1740;NA;Hinabfahren;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;hinab
364;entfaltet' ihm, wie Blumen, die Lippen, loest' in ;Laecheln; die Wehmuth auf und o ihr Stralen des Himmels! wi;NARR_P3_WOD_1797_HyperionRAW.txt;NARR;P3;WOD;1797;1795;1770-1800;NA;Lächeln;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;KEIN;SG;NA;NA
40769;avid [Ps. 103. 15, 16.]: Ein Mensch ist in seinem ;leben; wie Grass/ er bluehet wie ein Blume auff dem Feld;SERM_P1_WOD_1654_EytelkeitRAW.txt;SERM;P1;WOD;1654;1655;1650-1680;NA;Leben;NEIN;NEIN;JA;NEIN;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
40858;n/ dass auch das allerbeste vnd herlichste in dem ;Leben; des Menschens der Eytelkeit vnderworffen seye. Da;SERM_P1_WOD_1654_EytelkeitRAW.txt;SERM;P1;WOD;1654;1655;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
109; Stadt widerumb kommen/ vnd in jhrem suendtlichen ;Leben; verharren/ sol sie an dem Pranger gestaupet/ vnd ;LEGA_P1_NoD_1657_LuebeckRAW.txt;LEGA;P1;NoD;1657;1655;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;sündlich;JA;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
41308;03. v. 15. 16. und sagt: Ein Mensch ist in seinem ;Leben; wie Grase/ er bluehet wie eine Blume auff dem Fel;SERM_P1_WOD_1660_LeichPredigtRAW.txt;SERM;P1;WOD;1660;1665;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
39843;r ansehen Ingressum, den gemeinen Eingang in diss ;Leben;. Dann wir werden alle auss suendlichem Samen geze;SERM_P1_WMD_1662_FuneraliaRAW.txt;SERM;P1;WMD;1662;1665;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
39282;zeugt die Gerechtigkeit. Seine Mirackel/ so er im ;Leben;/ vnd nach sein Todt/ gewuercket: Die Lehr/ mit we;SERM_P1_OOD_1663_AmaradvlcisRAW.txt;SERM;P1;OOD;1663;1665;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
39304;leicht in dem Wasserman/ vnd Fisch/ der in seinem ;Leben; geuebten Maessigkeit? Diss alles gib ich zu/ vnnd;SERM_P1_OOD_1663_AmaradvlcisRAW.txt;SERM;P1;OOD;1663;1665;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
36579;rs/ als die ewige Seligkeit/ welche wir in diesem ;Leben; in der Hofnung haben/ Rom. IIX. v. 24. und nach d;SERM_P1_NoD_1666_ErbteilRAW.txt;SERM;P1;NoD;1666;1665;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
36828;frommer glaeubiger Christ/ ob du gleich in diesem ;Leben; keinen Teil an dem irdischen Erbe des zeitlichen ;SERM_P1_NoD_1666_ErbteilRAW.txt;SERM;P1;NoD;1666;1665;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
37852;om also schimmert und glaentzet? Vnd da in diesem ;Leben; solche Ehren-Wuerde gegeben wird denen/ so da lie;SERM_P1_OMD_1672_AdventRAW.txt;SERM;P1;OMD;1672;1675;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
37811; Herrligkeit des Vaters/ also auch in einem neuen ;Leben; wandeln sollen/ Rom 6. [Rom 6. v. 3.] Ja in welch;SERM_P1_OMD_1672_AdventRAW.txt;SERM;P1;OMD;1672;1675;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;neu;JA;NEIN;KEIN;NEIN;in;u;SG;NA;NA
37054;in diesem/ doch mit der Seele/ und in dem besserm ;Leben;/ wo auch dermahlen eins meine Seele wird fahren h;SERM_P1_NoD_1677_LeichSermonRAW.txt;SERM;P1;NoD;1677;1675;1650-1680;NA;Leben;NEIN;NEIN;JA;JA;besser;JA;NEIN;KEIN;NEIN;in;b;SG;NA;NA
38529;Leben als auf den seeligen schluss des Lebens. Im ;Leben; hiess es: So oben/ als auch unden/ Durch Beth- un;SERM_P1_OMD_1680_SursumDeorsumRAW.txt;SERM;P1;OMD;1680;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
16921;welche Helden-Geschichten ihnen/ in ihrem gantzen ;Leben;/ zugestossen/ wann es aber denen Cavalliern belie;NARR_P1_OOD_1682_WinternaechteRAW.txt;NARR;P1;OOD;1682;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;ganz;JA;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
17151; und dieses ist alles/ was ich von meinem gantzen ;Leben;/ zu erzehlen weiss.       Auf solches fienge die ;NARR_P1_OOD_1682_WinternaechteRAW.txt;NARR;P1;OOD;1682;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;ganz;JA;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
16951;reus/ das jenige zu erzehlen/ was ihnen/ in ihrem ;Leben;/ zugestossen waere. Ey ja/ sagte Monsieur Ludwig/;NARR_P1_OOD_1682_WinternaechteRAW.txt;NARR;P1;OOD;1682;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
2140;it denen man nicht allein (wie es im eusserlichen ;Leben; nicht allezeit zu vermeiden/ auch der Apostel sel;HUMA_P1_OMD_1685_ChristenStatRAW.txt;HUMA;P1;OMD;1685;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;äußerlich;JA;NEIN;KEIN;NEIN;in;b;SG;NA;NA
2057; wir glaubten/ dass wir zum Lobe GOttes im ewigen ;Leben; erschaffen/ und unsere Zunge in dieser Zeitligkei;HUMA_P1_OMD_1685_ChristenStatRAW.txt;HUMA;P1;OMD;1685;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;ewig;JA;NEIN;KEIN;NEIN;in;b;SG;NA;NA
5404;sten FroemNASALSTRICHigkeit der Menschen in disem ;Leben;"/ wann sie fuer GOtt betrachtet wird; will Hiob sa";HUMA_P1_WOD_1686_BetrachtungRAW.txt;HUMA;P1;WOD;1686;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
19428;abe sich nun mehro mit der Gnade Gottes in dieses ;Leben; so steiff eingerichtet/ dass er in seiner Einsamb;NARR_P1_WOD_1689_MirantenRAW.txt;NARR;P1;WOD;1689;1685;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
567;bilde dir nicht ein/ so lang Euridice wird in dem ;leben; seyn/ kan Aristaeus sie niemals vergessen. Ihr To;DRAM_P1_NoD_1699_EuridiceRAW.txt;DRAM;P1;NoD;1699;1695;1680-1710;NA;Leben;NEIN;NEIN;JA;NEIN;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
3853;ieder/ weder in eurem Hertzen habt/ noch in eurem ;Leben; beweiset: Weit/ weit seyd ihr von dem rechten Chr;HUMA_P1_WMD_1692_ChristusRAW.txt;HUMA;P1;WMD;1692;1695;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
44321;ttes ersehen. Erschroeckt uns Menschen anjetzo im ;Leben; so offt ein entsetzliches Lufft-Zeichen eines feu;SERM_P2_OOD_1700_FeyerTagRAW.txt;SERM;P2;OOD;1700;1705;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;b;SG;NA;NA
11450;"; dieses ist ohne Ceremonien beschehen/ wie Er im ";Leben; verlangt hat/ darbey nur eine Kutsche schwartz vo;europaeische_hanau_1701_1_fin.txt;NEWS;P2;WMD;1701;1705;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;in;s;SG;NA;NA
9803;n/ von ihren Wahren zu bezahlen/ und nur in ihrem ;Leben; solche Nahrung zwar fortzusetzen/ doch dass sie s;LEGA_P2_OOD_1704_OrdnungNuernbergRAW.txt;LEGA;P2;OOD;1704;1705;1680-1710;NA;Leben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;in;s;SG;NA;NA
43060; Wird er dich auch versetzen in das ewige Freuden-;Leben;? Darob kaempffet nun der Glaube.         Wie solc;SERM_P2_OMD_1706_GedaechtnisPredigtRAW.txt;SERM;P2;OMD;1706;1705;1680-1710;Freuden;Leben;NEIN;NEIN;JA;JA;ewig;JA;NEIN;KEIN;NEIN;in;b;SG;NA;NA
